"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1965050094631489878","Mon Sep 08 13:50:26 +0000 2025","0","Cek WARDAH UV Shield Hydrating Sunscreen All Series - SPF 35 SPF 50 - Skincare | Sunscreen Wajah dengan harga Rp29.900. Dapatkan di Shopee sekarang! https://t.co/td7iKBaGd8 https://t.co/kMvDfCdJIy","1965050094631489878","https://pbs.twimg.com/media/G0VCpEWXoAAosoT.jpg","","in","","0","0","1","https://x.com/undefined/status/1965050094631489878","955463221703426048",
"1965050083034206499","Mon Sep 08 13:50:23 +0000 2025","0","Dua hari berturutturut ke olive young kaga buat beli skincare tapi beli album day6 decade buka jastip apa yaaa","1965050083034206499","","","in","","0","0","0","https://x.com/undefined/status/1965050083034206499","1592684793790988288",
"1965050053917393067","Mon Sep 08 13:50:16 +0000 2025","0","Skincare kalo abis barengan tuh bikin bete ya","1965050053917393067","","","in","","0","0","0","https://x.com/undefined/status/1965050053917393067","1300682043693514754",
"1965049692930404822","Mon Sep 08 13:48:50 +0000 2025","1","Jual skincare dan makeup murah start from 10k aja ada yg new ada yg preloved. Minat? DM https://t.co/CbQ3rMgrId","1965049692930404822","","","in","","0","1","0","https://x.com/undefined/status/1965049692930404822","1500762619690373121",
"1965045862205366569","Mon Sep 08 13:47:20 +0000 2025","0","@mrstakahiwo Beli skincare beb terus bedak ultime ii anjay","1965049315174559788","","mrstakahiwo","in","","0","0","0","https://x.com/undefined/status/1965049315174559788","2497911727",
"1965049070218789229","Mon Sep 08 13:46:21 +0000 2025","0","dalam process habiskan skincare &amp; makeup sedia ada pastu baru beli baru ","1965049070218789229","","","in","","0","0","0","https://x.com/undefined/status/1965049070218789229","1083246962114101248",
"1965048503266357351","Mon Sep 08 13:44:06 +0000 2025","0","demi apa belanja skincare bisa dapet gratis ongkir 100% plus voucher bonus s.d 990rb pas Belanja Di Lazada99 Sale? legit parah https://t.co/vj0NwXR0Hp https://t.co/tW1DhgVY44","1965048503266357351","https://pbs.twimg.com/media/G0VBBdnWoAAvhdD.jpg","","in","","0","0","0","https://x.com/undefined/status/1965048503266357351","1901520559927914496",
"1826231123028127976","Mon Sep 08 13:43:53 +0000 2025","0","@beautales_ Halo sorry gw cowo dan gw newbie banget di skincare Ini buat kulit wajah berminyak ok engga?","1965048449558327420","","beautales_","in","","0","1","0","https://x.com/undefined/status/1965048449558327420","1891274781124927488",
"1965046867072590109","Mon Sep 08 13:43:46 +0000 2025","0","hari ini boros banget jir :( kenapa setiap mau berhemat ada ada aja barang yang rusakbelum lagi kalo skincare bodycare pada habis (menangis kantong mahasiswa ini)","1965048420332421425","","taelwonii","in","","0","1","0","https://x.com/undefined/status/1965048420332421425","1165709121259098112",
"1965008138341650717","Mon Sep 08 13:43:44 +0000 2025","0","@angelixuhan sbnernya klo buat acnenya ngga tau ngaruh apa ngga soalnya pke skincare lain juga yaa tp dia ngga bikin jerawatku makin parah sm ngontrol minyak bgt. ak soalnya pernah jg make ss brand lain tp malah memperparah mukaku yg acne prone + sensitive enih","1965048409792114964","","angelixuhan","in","","0","1","0","https://x.com/undefined/status/1965048409792114964","1895723341090340871",
"1965034898416390212","Mon Sep 08 13:43:01 +0000 2025","0","@BlackBe2423 Akhirnya kesampaian juga buat Belanja Di Lazada99 Sale Mega Brands Sale Voucher Bonus s.d 990rb Crazy Brand Mega Offer Diskon s.d 90% 100% Gratis Ongkir LazMall Voucher 20% Lumayan banget dapet buat beli skincare. Bikin auto cantik dengan harga hemat","1965048228526825700","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965048228526825700","1820981317120790528",
"1965048092715348316","Mon Sep 08 13:42:28 +0000 2025","0","demi apa belanja skincare bisa dapet gratis ongkir 100% plus voucher bonus s.d 990rb pas Belanja Di Lazada99 Sale? legit parah https://t.co/ykr9l13wgT https://t.co/DUZyV89Q7c","1965048092715348316","https://pbs.twimg.com/media/G0VAza5bwAAbgdZ.jpg","","in","","0","0","0","https://x.com/undefined/status/1965048092715348316","1905541786397016064",
"1965043149119918433","Mon Sep 08 13:40:34 +0000 2025","2"," RAK MAKEUP &amp; SKINCARE https://t.co/ZiALxAxkEc kalo butuh tempat buat nyimpen skincare yg ukurannya jumbo gass beli rak ini! spacenya luas bgt skincare yg gentongan bakal masuk + aman dari debu materialnya kokoh cara pasangnya gampang. makeup &amp; skincare jadi lebih https://t.co/y8nppTSmVr","1965047613872537652","https://pbs.twimg.com/media/G0VAYiyaMAE4tO7.jpg","idmagdalenac","in","","0","1","0","https://x.com/undefined/status/1965047613872537652","1603191538233724929",
"1965028501062611370","Mon Sep 08 13:39:35 +0000 2025","0","@wantyourchips mostly skincare lumayan banget kalo harganya turun tuh by","1965047364391186679","","wantyourchips","in","","0","1","0","https://x.com/undefined/status/1965047364391186679","1638723232936386560",
"1965047251799323008","Mon Sep 08 13:39:08 +0000 2025","1","#wts jual new dan preloved skincare murah start from 10k aja boleh nego tipis bisa via #zonauang #zonajajan️️ https://t.co/9aNlwgc3BM","1965047251799323008","https://pbs.twimg.com/media/G0VAD6AboAAp27Y.jpg","","in","","1","2","0","https://x.com/undefined/status/1965047251799323008","1500762619690373121",
"1965047234812379528","Mon Sep 08 13:39:04 +0000 2025","0","Voucher Halodoc September Sehat aman budget tetap tenang Konsul dokter/psikolog KONSULCBWYNFS Obat vitamin skincare OBATCBLHY0R MCU lab infus vit vaksin HLDXHOMECAREGGFX Haloskin free ongkir HALOSKINAFFOX51 Save sekarang #zonajajan #zonauang","1965047234812379528","","","in","","0","0","0","https://x.com/undefined/status/1965047234812379528","1929352069133250560",
"1965017972273303916","Mon Sep 08 13:38:42 +0000 2025","1","@DCool63841 kayanya skincare lu ga cocok dehh srill. soalnya gw juga skin typenya normal to oily tp waktu itu ganti moist lgsg keringg bgttt jdnya balik lg ke moist yg lama dan udh normal lg deh ga kering lagi","1965047141690401174","","DCool63841","in","","0","1","0","https://x.com/undefined/status/1965047141690401174","1907818443795214343",
"1965046244407222495","Mon Sep 08 13:35:08 +0000 2025","2","tiap malem skincare nya air mata","1965046244407222495","","","in","","0","0","0","https://x.com/undefined/status/1965046244407222495","1103286778507624450",
"1965045878064128499","Mon Sep 08 13:33:40 +0000 2025","0","Kenapa eh nak beli tumbler zus harga 50+++ tu kedekut tapi kalau nak skincare terus TAKE MY MONEYHHHH ","1965045878064128499","","","in","","0","0","0","https://x.com/undefined/status/1965045878064128499","4900794534",
"1965039571416256611","Mon Sep 08 13:33:33 +0000 2025","0","Sensitive Eye ini lebih calming skincare vibes . Ada Aloe Vera Green Tea sama Peptides Hasilnya nggak secepat Rapunzel sih (butuh 4 8 minggu biar maksimal) tapi nyaman dipakai daily. Especially kalau mata kalian gampang iritasi this one feels safer https://t.co/zARadKCj64","1965045848431378593","","beautiesthete","in","","0","2","0","https://x.com/undefined/status/1965045848431378593","2527255808",
"1965045712087035962","Mon Sep 08 13:33:01 +0000 2025","2","haii aku mau jual skincare harganya under official store ya jauhh tentunya dan dijamim isi masih 90%++ pemakain pribadi boleh send dm yaa kalo berminat‍️ notes: klik gambarnya ya aku udh cantumin harganya disana‍️ #wts #zonauang #preloved #skincare https://t.co/cEjAqlVveX","1965045712087035962","https://pbs.twimg.com/media/G0U-p__a4AE5YZX.jpg","","in","","0","0","0","https://x.com/undefined/status/1965045712087035962","1465935859031629830",
"1965034990166839512","Mon Sep 08 13:32:23 +0000 2025","0","@wibuiloveyou32 asikk ada voucher bonus s.d 990rb nih kalo Belanja Di Lazada99 Sale bisa checkout skincare sepuasnya kalo gini mahhh","1965045555488596369","","wibuiloveyou32","in","","0","0","0","https://x.com/undefined/status/1965045555488596369","1943876460118491136",
"1965045530947649658","Mon Sep 08 13:32:18 +0000 2025","9","Jangan lupa selalu tidur dibawah jm 11 mlm jaga makanannya kurangi tepung minyak gula dan pake skincare agak mahal gpp yg penting cocok Daripada gonta-ganti skincare terus yekan ","1965045530947649658","","","in","","0","0","8","https://x.com/undefined/status/1965045530947649658","1140410313759608835",
"1965023199625621941","Mon Sep 08 13:30:30 +0000 2025","1","@ohmy_beautybank basic skincare aja https://t.co/aZZFwa5rVb","1965045080911487226","","ohmy_beautybank","in","","0","0","1","https://x.com/undefined/status/1965045080911487226","1224341774140760064",
"1965044095531065379","Mon Sep 08 13:30:17 +0000 2025","0","Tolong rekomendasi skincare buat kuliat berjerawat giniiiiiii","1965045025655672910","","NovPratiwi2","in","","0","0","0","https://x.com/undefined/status/1965045025655672910","1182473816812843008",
"1965033052851331456","Mon Sep 08 13:30:01 +0000 2025","36","Jangan panik karena bisa borong skincare dari Dear Klairs di sini &gt;&gt; https://t.co/5aAwMqISYw https://t.co/4EP0ZNbPBG","1965044958689218563","https://pbs.twimg.com/media/G0UzTGkWoAA9MlL.jpg","LazadaID","in","","0","5","8","https://x.com/undefined/status/1965044958689218563","515203442",
"1965044753285931326","Mon Sep 08 13:29:12 +0000 2025","1","halo kakak kakak halo boleh minta waktunya sebentar salfok kakaknya ganteng banget boleh spill skincare nya kakak.. https://t.co/1O459h0nrh","1965044753285931326","https://pbs.twimg.com/media/G0U9yAEWIAAELMP.jpg","","in","","0","0","0","https://x.com/undefined/status/1965044753285931326","1781161288598749184",
"1965044732931039528","Mon Sep 08 13:29:07 +0000 2025","1","#zonauang cari akun tiktok bekas affiliate skincare","1965044732931039528","","","in","","0","3","0","https://x.com/undefined/status/1965044732931039528","1921802675945119744",
"1965042559048393067","Mon Sep 08 13:28:25 +0000 2025","0","aku lagi coba rangkaian skincarenya Inoskin Young &amp; Bright ternyata ini tuh skincare pertama di Indonesia yg pake 3rd Gen Bio-synthesize Collagen! Collagen ini ukurannya super kecil jadi nyerepnya ke kulit jauh lebih efektif https://t.co/GArX81SpEO","1965044554677236039","https://pbs.twimg.com/media/G0U9kLrbgAAZo_h.jpg","sundaaaey","in","","0","1","0","https://x.com/undefined/status/1965044554677236039","1502511556219015169",
"1965044434262991100","Mon Sep 08 13:27:56 +0000 2025","0","ayo guys dibeli sebelum i balik kalimantan semua skincare or makeup 100% ori ya beli di offline store","1965044434262991100","","","in","","0","0","0","https://x.com/undefined/status/1965044434262991100","1594116224752852992",
"1965043782153535641","Mon Sep 08 13:26:45 +0000 2025","0","pgn tidur 1 jam trs nyalain alarm baru bljr &amp; skincare an (tpi tkt terakhir kali aku nyetel alarm 11x ga kedengeran buset pdhl suara alarmnya kyk ngajak tempur udh full volume)","1965044136119341202","","elCallas","in","","0","0","0","https://x.com/undefined/status/1965044136119341202","1433667106025787392",
"1965043149119918433","Mon Sep 08 13:26:19 +0000 2025","0"," RAK BESI https://t.co/CDTcoNcVHZ Ini cocok bgt disimpen dibawah meja.. mejanya jadi ga keliatan kosong tapi ga makan tempat juga. Depannya emg gada roda tapi dibagian belakang ada 2 roda. Kokoh dan muat banyak barangg ini aku pake buat nyimpen skincare &amp; makeup https://t.co/u6IQUn6Wwa","1965044026266341711","https://pbs.twimg.com/media/G0U9HmlbgAAQKna.jpg","idmagdalenac","in","","0","1","0","https://x.com/undefined/status/1965044026266341711","1603191538233724929",
"1965043955785195766","Mon Sep 08 13:26:02 +0000 2025","12","hai hai aku open jastip bisa bantu co dari taobao xianyu pinduoduo dan web lainnya ya!! popmart fashion china makeup skincare china etc dm aja yaa!!sampe 28 september ","1965043955785195766","","","in","","3","5","9","https://x.com/undefined/status/1965043955785195766","1567058288923283456",
"1964703425779974312","Mon Sep 08 13:24:50 +0000 2025","0","@rutogurlss sabaarr sabar.. baru kemaren giveaway sepaket skincare","1965043652830593216","","rutogurlss","in","","0","0","0","https://x.com/undefined/status/1965043652830593216","1363766489162031104",
"1965042504106975322","Mon Sep 08 13:24:44 +0000 2025","0","@selfolssi Berteman free skincare?","1965043626729415153","","selfolssi","in","","1","0","0","https://x.com/undefined/status/1965043626729415153","1544028800903573504",
"1965043340711436785","Mon Sep 08 13:23:35 +0000 2025","0","percetakan dus skincare e flute dus skincare e flute coklat tempat packaging perfume flute parfum packaging e flute packaging skincare dus e flute produsen pabrik dus arsip produsen kardus arsip terdekat produsen harga kardus arsip. https://t.co/WXSDdg1TGG","1965043340711436785","https://pbs.twimg.com/media/G0U8d43WUAAnAMe.jpg","","in","","0","0","0","https://x.com/undefined/status/1965043340711436785","1060796659418857473",
"1965034898416390212","Mon Sep 08 13:23:31 +0000 2025","0","@BlackBe2423 Kalo anak kos kayak aku pasti relate banget deh sama pentingnya Belanja Di Lazada99 Sale karena bisa hemat pengeluaran tapi tetep bisa beli kebutuhan mulai dari skincare sampe perlengkapan harian jadi ga perlu takut boros soalnya ada lazmall voucher 20% juga","1965043321254051857","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965043321254051857","1913389250835615744",
"1965043081897807910","Mon Sep 08 13:22:34 +0000 2025","0","Mau 9.9 ayo racunin skincare bodycare atau hair care kalian yg mantul ituuu!!!!","1965043081897807910","","","in","","0","3","0","https://x.com/undefined/status/1965043081897807910","1039133315834343424",
"1965042953954734406","Mon Sep 08 13:22:03 +0000 2025","0","jasa pembuatan dus parfum pembuatan dus parfum eflute kardus bahan e flute jasa produksi dus skincare box a1 e flute produsen cardboard kotak arsip produsen cetak cardboard arsip produsen cetak cardboard arsip kantor. https://t.co/jlTtc4aBTg","1965042953954734406","https://pbs.twimg.com/media/G0U8HVYWkAAd5Nv.jpg","","in","","0","0","0","https://x.com/undefined/status/1965042953954734406","1060796659418857473",
"1964954858446000639","Mon Sep 08 13:19:29 +0000 2025","0","@simplykarlesha maag tuh nyiksa bgt biasanya bisa ditolong antasida tapi kalo sering kambuh kadang perlu PPI yg wajib resep. aku dulu juga gitu akhirnya konsul di Halodoc &amp; langsung dikasih obat yg pas Cashback Halodoc 50% ‍️ Konsul: KONSULCBWYNFS Obat/skincare: OBATCBLHY0R","1965042305691533652","","simplykarlesha","in","","0","0","0","https://x.com/undefined/status/1965042305691533652","1929352069133250560",
"1965042074203611411","Mon Sep 08 13:18:33 +0000 2025","0","aahh jelek banget jir abis skincare an tapi nangis bangga banget gw liat anak² tolong support mereka terus pliss tolong cintai sebanyak-banyaknya ","1965042074203611411","","","in","","0","0","0","https://x.com/undefined/status/1965042074203611411","1962084185327484928",
"1965042044784836812","Mon Sep 08 13:18:26 +0000 2025","0","Aku: ca npure aku mana? aku mau skincare an lagi Adek: gara gara mau ketemu Ateez? Najiiiisss ‍","1965042044784836812","","","in","","0","0","0","https://x.com/undefined/status/1965042044784836812","1399868426840014852",
"1964988336571113705","Mon Sep 08 13:18:25 +0000 2025","0","@LazadaID @gopayindonesia Mau beli skincare di Lazada 9.9 Mega Brands Sale @IzhaaaNM_ @tinanakris @SantyCiu","1965042038916936125","","LazadaID","in","","0","0","0","https://x.com/undefined/status/1965042038916936125","1797803146393337856",
"1965035001105600565","Mon Sep 08 13:16:28 +0000 2025","0","@itscinat lazmall voucher 20% bisa dipake buat kalian Belanja Di Lazada99 Sale yaaa gasabar cekout skincare nihh","1965041550205051197","","itscinat","in","","0","0","0","https://x.com/undefined/status/1965041550205051197","1599763912064307201",
"1965041382822969426","Mon Sep 08 13:16:13 +0000 2025","3","mnurut ak ini beginner friendly sih krn masi ringan dan jjur bkin kemerahan di wajah ak jd better jg unik ny lg packaging ny gemes bgt... di tutup ny dikasi spatula gt buat ambil produk ny jd ga blepotan kmn2 n tetep bersih!! #skincare #simplebutpowerful https://t.co/irQy3CFbvb","1965041484098687045","https://pbs.twimg.com/media/G0U6z4RWIAEsbyM.jpg","freakihooman","in","","0","0","0","https://x.com/undefined/status/1965041484098687045","1214859925735690242",
"1965041421871980790","Mon Sep 08 13:15:58 +0000 2025","0","jasa pembuatan dus parfum pembuatan dus parfum eflute kardus bahan e flute jasa produksi dus skincare box a1 e flute produsen cardboard kotak arsip produsen cetak cardboard arsip produsen cetak cardboard arsip kantor. https://t.co/YGv7RTp3fd","1965041421871980790","https://pbs.twimg.com/media/G0U6sWpXMAAfgFy.jpg","","in","","0","0","0","https://x.com/undefined/status/1965041421871980790","1060796659418857473",
"1965041355484508614","Mon Sep 08 13:15:42 +0000 2025","0","Mau belanja skincare fashion elektronik? Semua lebih murah kalo Belanja Di Lazada99 Sale. Mantapp pol!7733312069 https://t.co/EZejjydJ0q SKINTIFIC 377 Dark Spot Moisturizer Day Cream Menyamarkan Flek Hitam for Mencerahkan wajah https://t.co/niJ44RD0rI 8 https://t.co/ALVySYd2To","1965041355484508614","https://pbs.twimg.com/media/G0U6sdAbUAAlQ17.jpg","","in","","0","0","0","https://x.com/undefined/status/1965041355484508614","1939558434351022080",
"1965040681778556988","Mon Sep 08 13:13:01 +0000 2025","1","can someone help me what skincare i should use ️ jgnnn saranin ke dokter spkk karena udaah tapi gini trs ini tuh sebenernya kalau cuci muka dipegang halus guys tp gatau knp kalau liat kaca kaya gini aslinya https://t.co/UAnzXqxNAR","1965040681778556988","https://pbs.twimg.com/media/G0U6EknXsAAVeHN.jpg","","in","","0","10","0","https://x.com/undefined/status/1965040681778556988","1303521957275529216",
"1965040539524546665","Mon Sep 08 13:12:27 +0000 2025","1","Mumpung besok tanggal kembar yuk jajan skincare bodycare underprice ada harga spesial 9.9 juga Malang https://t.co/z2UVrODVcM (star seller ⭐️) harga exclude admin (10%) bisa split pay keep dp 10k https://t.co/KDW1CYnpuq","1965040539524546665","https://pbs.twimg.com/media/G0U583Ab0AARe-s.jpg","","in","","2","2","0","https://x.com/undefined/status/1965040539524546665","1426169254760509447",
"1964946556391670003","Mon Sep 08 13:12:25 +0000 2025","0"," apakah keduanya aman buat oily acne prone skin? hmm menurut aku kalo masih ada jerawat sih better fokus ke skincare yang calming dan fokus buat recovery jerawat sih. tapi kalo jerawatnya cuma 1-2 biji dan tinggal bekas bekas merah menurut aku aman aman aja.","1965040529852526998","","sukaskincarean","in","","0","0","0","https://x.com/undefined/status/1965040529852526998","1572072290",
"1965040527558250553","Mon Sep 08 13:12:25 +0000 2025","1","170-an 40ml ingredients-nya semantep ini sih jatohnya worth yakk. Kepo banget aku belum coba skincare yang punya kandungan kek Clinelle enih.","1965040527558250553","","","in","","0","0","0","https://x.com/undefined/status/1965040527558250553","1088810501797163008",
"1965040442149355806","Mon Sep 08 13:12:04 +0000 2025","0","percetakan dus skincare e flute dus skincare e flute coklat tempat packaging perfume flute parfum packaging e flute packaging skincare dus e flute produsen pabrik dus arsip produsen kardus arsip terdekat produsen harga kardus arsip. https://t.co/1w87OVbfi9","1965040442149355806","https://pbs.twimg.com/media/G0U5y6_aIAAqbHm.jpg","","in","","0","0","0","https://x.com/undefined/status/1965040442149355806","1060796659418857473",
"1965039943774027837","Mon Sep 08 13:10:05 +0000 2025","2","Aturan mau tanggal cantik tuh beli; kerudung gamis buku make-up dan skincare apa kek. Jangan spon cuci piring lap obat. Apalaaaa mim ","1965039943774027837","","","in","","0","1","0","https://x.com/undefined/status/1965039943774027837","1000622726078328832",
"1964986654210642308","Mon Sep 08 13:05:42 +0000 2025","0","@glazeshine_ baru tahu emas bisa jadi skincare","1965038838478405763","","glazeshine_","in","","0","0","0","https://x.com/undefined/status/1965038838478405763","1850887109353353216",
"1965038650804330667","Mon Sep 08 13:04:57 +0000 2025","0","DPR anjing pestapora gua jadi pagi banget!!! ganti rugi skincare gua ga lo muka gua gosong kampret","1965038650804330667","","","in","","0","0","0","https://x.com/undefined/status/1965038650804330667","1220090977672519680",
"1965030936770474351","Mon Sep 08 13:04:26 +0000 2025","0","Nah alhamdulillah aku udah mulai menemukan skincare yg menurutku cocok buat daily ku Labore Barrier Revive = https://t.co/LSa9q5i1PK Labore TopiCalm = https://t.co/S8NEZ0SvRZ Skintific = https://t.co/h0wr65aKAE SS Amaterasun = https://t.co/E0n70XjlHY True to","1965038519686205716","","windinailar","in","","0","1","0","https://x.com/undefined/status/1965038519686205716","1140410313759608835",
"1965038429680615904","Mon Sep 08 13:04:04 +0000 2025","1","pulang kerja malam mandi air hangat sholat skincare bodycare sambil dengarin podcast hmm https://t.co/2fox0zwqN3","1965038429680615904","https://pbs.twimg.com/media/G0U4Bw5XwAAIQWV.jpg","","in","","0","0","0","https://x.com/undefined/status/1965038429680615904","1470367800044654594",
"1965034898416390212","Mon Sep 08 13:03:26 +0000 2025","0","@BlackBe2423 Belanja skincare? fashion? elektronik? Semua mendingan Belanja Di Lazada99 Sale Karena ada lazmall voucher 20% dan 100% gratis ongkir Link &amp; SKU langsung cus ya~","1965038268774547821","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965038268774547821","1921219976046014467",
"1965038250625794070","Mon Sep 08 13:03:22 +0000 2025","12","Mau upload foto abis skincare an tkt dirujak warga heheh","1965038250625794070","","","in","","1","3","0","https://x.com/undefined/status/1965038250625794070","565886731",
"1965034898416390212","Mon Sep 08 13:01:38 +0000 2025","0","@BlackBe2423 Belanja Di Lazada99 Sale skincare favorit kaya skintific bisa turun harga edan nikmatin voucher bonus s.d 990rb + gratis ongkir ","1965037816611815831","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965037816611815831","3254624235",
"1965034898416390212","Mon Sep 08 13:01:01 +0000 2025","0","@BlackBe2423 Lagi mikir beli skincare apa engga akhirnya yakin karena Belanja Di Lazada99 Sale tuh banyak promo plus 100% gratis ongkir jadi makin ga ada alasan buat ga checkout","1965037660529209791","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965037660529209791","1931020551340040192",
"1965034898416390212","Mon Sep 08 13:00:57 +0000 2025","0","@BlackBe2423 Gw bukan tipe yg sering skincare tapi liat harga segini di Belanja Di Lazada99 Sale auto beli juga diskon s.d 90% tuh jarang bgt lho","1965037643198316978","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965037643198316978","1934269516890144768",
"1965012563458183202","Mon Sep 08 13:00:41 +0000 2025","10","skincare? lokal? acne fighter? pasti langsung keinget Lacoco ga sih this is Lacoco Grape Fruit Acne Fighter Serum dengan main ingredients grapefruit ️https://t.co/sYPyo97n2v manfaatnya : merawat jerawat aktif meradang &amp; terpendam mengangkat sel kulit mati https://t.co/fAcMwlu61Q","1965037577548767265","https://pbs.twimg.com/media/G0U3PAJWYAAgjjC.jpg","blissfulfancy","in","","0","1","2","https://x.com/undefined/status/1965037577548767265","1066686283248857088",
"1965034898416390212","Mon Sep 08 13:00:14 +0000 2025","0","@BlackBe2423 Belanja Di Lazada99 Sale beneran worth it buat skincare ada lazmall voucher 20% plus 100% gratis ongkir","1965037461115183374","","BlackBe2423","in","","0","0","0","https://x.com/undefined/status/1965037461115183374","893501401992749057",
"1965037363861856529","Mon Sep 08 12:59:50 +0000 2025","0","wow woww woww lazada kalo ngasih diskon gapernah main main bjirr kalian coba deh Belanja Di Lazada99 Sale banyaak diskon nya 100% gratis ongkir jugaa https://t.co/M8MI3gG8UH https://t.co/Lxkn3sg7pP","1965037363861856529","https://pbs.twimg.com/media/G0U3EYPbQAAH7qi.jpg","","in","","0","0","0","https://x.com/undefined/status/1965037363861856529","1756539535406796800",
"1965037304999006716","Mon Sep 08 12:59:36 +0000 2025","0","Percaya deh sekarang mending kalo Belanja Di Lazada99 Sale deh. Aku lagi mau beli skincare rutinku https://t.co/Pz42elAOYg harganya miring banget apalagi LazMall Voucher 20% dan belum termasuk 100% Gratis Ongkir. https://t.co/MesMYjfDTB","1965037304999006716","https://pbs.twimg.com/media/G0U2_e3a4AAiGnm.jpg","","in","","0","0","0","https://x.com/undefined/status/1965037304999006716","1340428200191483905",
"1964862992773955782","Mon Sep 08 12:57:57 +0000 2025","0","@zajpier Kak bibuy doain biar daganganku ramai ya pengen jajan di kamu tapi stock skincare habisss jadi mau beli yg lebih dibutuhin dulu ","1965036889846759745","","zajpier","in","","0","0","0","https://x.com/undefined/status/1965036889846759745","1841458473843994624",
"1965036809739804975","Mon Sep 08 12:57:38 +0000 2025","0","aku suka aku suka Belanja Di Lazada99 Sale beneran deh ini mah penolong banget buat emak emak yang berusaha frugal living tapi tetep pengen skincare an luvv banget lazada karna ada voucher bonus sd 990rb https://t.co/MdkRAbdTMW https://t.co/6wYxRppUDb","1965036809739804975","https://pbs.twimg.com/media/G0U2UzjaYAAoDmL.jpg","","in","","0","0","0","https://x.com/undefined/status/1965036809739804975","1901516015009513472",
"1965036492461646011","Mon Sep 08 12:56:23 +0000 2025","0","Belanja Di Lazada99 Sale yuuk dijamin hepi soalnya banyak promo dan diskon menarik ada voucher bonus s.d 990rb lho! kebetulan skincare dah pada abis https://t.co/BzR9kAarts","1965036492461646011","https://pbs.twimg.com/media/G0U2RWtaEAAeQyA.jpg","","in","","0","0","0","https://x.com/undefined/status/1965036492461646011","1821076276637224960",
"1965036244884418798","Mon Sep 08 12:55:24 +0000 2025","1","Akhirnya kesampaian juga buat Belanja Di Lazada99 Mega Brands Sale Voucher Bonus s.d 990rb Crazy Brand Mega Offer Diskon s.d 90% 100% Gratis Ongkir LazMall Voucher 20% Sale Lumayan banget dapet buat beli skincare. Bikin auto cantik dengan harga hemat","1965036244884418798","","","in","","0","0","0","https://x.com/undefined/status/1965036244884418798","1820703268391321600",
"1965025365790974279","Mon Sep 08 12:55:06 +0000 2025","0","@pumpkinzzzxv Skincare habis ke?","1965036172130038080","","pumpkinzzzxv","in","","0","0","0","https://x.com/undefined/status/1965036172130038080","3589812264",
"1965036164517388527","Mon Sep 08 12:55:04 +0000 2025","0","Ini sama kayak yang skincare Snow Snow ituuu kah? Yang brand jadoel itu lho","1965036164517388527","","","in","","0","1","0","https://x.com/undefined/status/1965036164517388527","1169108589459337216",
"1965035917091164163","Mon Sep 08 12:54:05 +0000 2025","0","demi apa coba guys Belanja Di Lazada99 Sale bagi harga murce nihh apalagi 100% gratis ongkir dan masih banyak voucher lagi buruan cek yang lagi nyari skincare https://t.co/7yOE0iU2xC https://t.co/wK0hy2mphX","1965035917091164163","https://pbs.twimg.com/media/G0U1vv3XYAAApkE.jpg","","in","","0","0","0","https://x.com/undefined/status/1965035917091164163","1830967540136452097",
"1965035867480928404","Mon Sep 08 12:53:54 +0000 2025","0","pengen beli skincare tapi nunggu diskonan? waktunya Belanja Di Lazada99 Sale karena ada LazMall voucher 20% dan gratis ongkir https://t.co/8fbPvBo7Hr https://t.co/Ac5lF0ZFtp","1965035867480928404","https://pbs.twimg.com/media/G0U1tUraoAAiVPT.jpg","","in","","0","0","0","https://x.com/undefined/status/1965035867480928404","1902011586187005952",
"1965035671829270809","Mon Sep 08 12:53:07 +0000 2025","0","Belanja Di Lazada99 Sale makin gampang cari skincare favorit ada crazy brand mega offer diskon s.d 90% buruan https://t.co/VGSfiRYRNg https://t.co/eYaYI4cdy8","1965035671829270809","https://pbs.twimg.com/media/G0U1hWTXMAA2VJs.jpg","","in","","0","0","0","https://x.com/undefined/status/1965035671829270809","1910366240859959296",
"1965035662090064098","Mon Sep 08 12:53:05 +0000 2025","0","serum aku bentar lg habis skincare buat mencerahkan perlu sih biar ga kusam.","1965035662090064098","","","in","","0","0","0","https://x.com/undefined/status/1965035662090064098","311821851",
"1965015528818540681","Mon Sep 08 12:51:55 +0000 2025","0","@mediumganx Balita 3 tahun lebih 220 bulan ini kayaknya udah butuh juga skincare anti aging kek gini","1965035369575178747","","mediumganx","in","","0","0","0","https://x.com/undefined/status/1965035369575178747","1088810501797163008",
"1965035303435215341","Mon Sep 08 12:51:39 +0000 2025","0","Huhu cinta bangettt sama Lazada udah pada Belanja Di Lazada99 Sale belom? yuk buruan ni skincare jadi murah2 bgtttt https://t.co/7j9uXTWFhB https://t.co/6RBhkEtEz1","1965035303435215341","https://pbs.twimg.com/media/G0U1MdLWYAAZbKN.jpg","","in","","0","0","0","https://x.com/undefined/status/1965035303435215341","1947181920959512576",
